ts,event_type,payload_json
2026-05-10T02:25:57.741032+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""d4b77367-b655-4ba0-9d80-43f9ca7af615"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T02:32:49.623120+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-cc39c3ce25"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100044.38406, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0444, ""created_at"": ""2026-05-10T02:32:49.623081+00:00""}"
2026-05-10T02:32:51.412530+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T02:32:51.413538+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-db3b066f39"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000481, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0481, ""created_at"": ""2026-05-10T02:32:51.413505+00:00""}"
2026-05-10T02:32:51.414481+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""f9c36bd8-37d6-48ad-bb38-2b019d4e8651"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T02:42:24.007106+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-24f8d47baf"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100040.321579, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0403, ""created_at"": ""2026-05-10T02:42:24.007065+00:00""}"
2026-05-10T02:42:25.809521+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T02:42:25.810713+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-timeout-fbb7a25e"", ""status"": ""TIMEOUT"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 0.0, ""fee_usdt"": 0.0, ""slippage_pct"": 0.0, ""created_at"": ""2026-05-10T02:42:25.810672+00:00""}"
2026-05-10T02:42:25.811823+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""987a6ec4-53f9-4453-b193-f4ab77d017d0"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T02:46:47.499163+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-39b490547e"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100040.272274, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0403, ""created_at"": ""2026-05-10T02:46:47.499117+00:00""}"
2026-05-10T02:46:49.281684+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T02:46:49.282703+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-705d8e665f"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000488, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0488, ""created_at"": ""2026-05-10T02:46:49.282668+00:00""}"
2026-05-10T02:46:49.283640+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""610c5796-7cc2-4e58-abe5-625a6e34e5c9"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T02:50:04.696326+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-c775af4e31"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100043.423781, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0434, ""created_at"": ""2026-05-10T02:50:04.696285+00:00""}"
2026-05-10T02:50:06.512774+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T02:50:06.513804+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-fd81a2b6f6"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000406, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0406, ""created_at"": ""2026-05-10T02:50:06.513768+00:00""}"
2026-05-10T02:50:06.514741+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""b8e035ff-c23a-4b34-9914-f30bb185f31a"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T02:57:28.324467+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-5ab76189ff"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100059.992816, ""fee_usdt"": 0.005, ""slippage_pct"": 0.06, ""created_at"": ""2026-05-10T02:57:28.324426+00:00""}"
2026-05-10T02:57:30.167439+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T02:57:30.168414+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-af8fbac3bc"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000495, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0495, ""created_at"": ""2026-05-10T02:57:30.168379+00:00""}"
2026-05-10T02:57:30.169360+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""3ec1588e-9d96-47f0-a7d9-fb7ef231b2de"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:01:36.779440+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-a77ad555ad"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100057.902087, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0579, ""created_at"": ""2026-05-10T03:01:36.779402+00:00""}"
2026-05-10T03:01:38.592492+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:01:38.593568+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-f7c4e3c377"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000404, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0404, ""created_at"": ""2026-05-10T03:01:38.593532+00:00""}"
2026-05-10T03:01:38.594600+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""9e68026f-5975-4bc9-9a32-03da46f89777"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:02:09.914253+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-d068be4816"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100054.669557, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0547, ""created_at"": ""2026-05-10T03:02:09.914209+00:00""}"
2026-05-10T03:02:11.719999+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:02:11.721025+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-b508034fd7"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000401, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0401, ""created_at"": ""2026-05-10T03:02:11.720990+00:00""}"
2026-05-10T03:02:11.721973+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""2fd0e92e-f7a5-4a79-9504-b3d19458862d"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:16:52.632297+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-3a4b1d7799"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100046.890018, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0469, ""created_at"": ""2026-05-10T03:16:52.632257+00:00""}"
2026-05-10T03:16:54.421754+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:16:54.422773+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-44df5bcd27"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000581, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0581, ""created_at"": ""2026-05-10T03:16:54.422739+00:00""}"
2026-05-10T03:16:54.423734+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""fcc27ca6-4e09-4019-914c-8b019c4efd1c"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:17:35.091204+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-67f895d8db"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100053.538904, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0535, ""created_at"": ""2026-05-10T03:17:35.091165+00:00""}"
2026-05-10T03:17:36.892110+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:17:36.893086+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-65f1ac8a0d"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000591, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0591, ""created_at"": ""2026-05-10T03:17:36.893055+00:00""}"
2026-05-10T03:17:36.894176+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""f570aa9a-c9ad-41bd-a654-07d511a2903b"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:20:47.673233+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-28bd559322"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100056.332501, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0563, ""created_at"": ""2026-05-10T03:20:47.673194+00:00""}"
2026-05-10T03:20:49.514505+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:20:49.515598+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-1b4cddd167"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000538, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0538, ""created_at"": ""2026-05-10T03:20:49.515561+00:00""}"
2026-05-10T03:20:49.516549+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""ded91647-a456-4143-a462-27661b82a9a4"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:21:55.049865+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-b7fe93a7a0"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100044.849219, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0448, ""created_at"": ""2026-05-10T03:21:55.049823+00:00""}"
2026-05-10T03:21:56.861505+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:21:56.862479+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-5038234531"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000492, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0492, ""created_at"": ""2026-05-10T03:21:56.862445+00:00""}"
2026-05-10T03:21:56.863419+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""4387d605-a9df-4587-8dfd-72328e0d9210"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:22:32.168384+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-ef0eb2779c"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100043.056469, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0431, ""created_at"": ""2026-05-10T03:22:32.168340+00:00""}"
2026-05-10T03:22:33.936458+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:22:33.937612+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-f5d4c35690"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000519, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0519, ""created_at"": ""2026-05-10T03:22:33.937573+00:00""}"
2026-05-10T03:22:33.938786+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""49295e42-c2fe-4d6a-ada9-f661889c599c"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:31:56.971856+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-timeout-f6c62074"", ""status"": ""TIMEOUT"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 0.0, ""fee_usdt"": 0.0, ""slippage_pct"": 0.0, ""created_at"": ""2026-05-10T03:31:56.971812+00:00""}"
2026-05-10T03:31:58.875354+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:31:58.876357+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-0ab23921f6"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000572, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0572, ""created_at"": ""2026-05-10T03:31:58.876315+00:00""}"
2026-05-10T03:31:58.877292+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""9580ecd5-36dc-4c30-b1bc-989f168d6490"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:35:09.906850+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-88b061eb90"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100056.51795, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0565, ""created_at"": ""2026-05-10T03:35:09.906809+00:00""}"
2026-05-10T03:36:00.787267+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-7fb617fb0c"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100042.183661, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0422, ""created_at"": ""2026-05-10T03:36:00.787227+00:00""}"
2026-05-10T03:36:02.607924+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:36:02.608935+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-081733d212"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000562, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0562, ""created_at"": ""2026-05-10T03:36:02.608900+00:00""}"
2026-05-10T03:36:02.609965+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""de88111c-e5c6-42aa-a913-287fd774e9f5"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:39:41.289029+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-2d85fb397a"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100040.216599, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0402, ""created_at"": ""2026-05-10T03:39:41.288993+00:00""}"
2026-05-10T03:40:13.264968+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-9e8ba47948"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100053.27795, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0533, ""created_at"": ""2026-05-10T03:40:13.264926+00:00""}"
2026-05-10T03:40:15.285471+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:40:15.286466+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-79263dbef2"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000529, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0529, ""created_at"": ""2026-05-10T03:40:15.286431+00:00""}"
2026-05-10T03:40:15.287406+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""694b46e0-4810-4872-b1a6-61a78e59ed4b"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:40:40.616590+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-543de6d9ea"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100059.357967, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0594, ""created_at"": ""2026-05-10T03:40:40.616550+00:00""}"
2026-05-10T03:40:42.476500+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:40:42.477565+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-de0082e95a"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000481, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0481, ""created_at"": ""2026-05-10T03:40:42.477529+00:00""}"
2026-05-10T03:40:42.478509+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""83fad15a-fa3d-4924-bd38-3682374ddd68"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:41:32.818520+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-be3ff64f07"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100043.821362, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0438, ""created_at"": ""2026-05-10T03:41:32.818479+00:00""}"
2026-05-10T03:41:34.841650+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:41:34.842664+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-d1147d5efa"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000561, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0561, ""created_at"": ""2026-05-10T03:41:34.842631+00:00""}"
2026-05-10T03:41:34.843632+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""2e72d008-8352-4637-9c1c-8e29aa56488d"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:41:58.101627+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-7d50469fd6"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100052.717021, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0527, ""created_at"": ""2026-05-10T03:41:58.101561+00:00""}"
2026-05-10T03:41:59.975901+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:41:59.976988+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-cb1d7fd237"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000488, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0488, ""created_at"": ""2026-05-10T03:41:59.976952+00:00""}"
2026-05-10T03:41:59.977898+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""7927c7c2-888b-4965-b7f5-60923620e708"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:45:22.727878+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-d3619375f9"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100054.630321, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0546, ""created_at"": ""2026-05-10T03:45:22.727837+00:00""}"
2026-05-10T03:45:24.624217+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:45:24.625216+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-cda52d035e"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000577, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0577, ""created_at"": ""2026-05-10T03:45:24.625181+00:00""}"
2026-05-10T03:45:24.626147+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""ce1caadb-335c-4b3a-85c4-60c410a008e0"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:46:11.526550+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-90303d1245"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100058.519476, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0585, ""created_at"": ""2026-05-10T03:46:11.526512+00:00""}"
2026-05-10T03:46:13.417625+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:46:13.418645+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-3b30341b9f"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000455, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0455, ""created_at"": ""2026-05-10T03:46:13.418606+00:00""}"
2026-05-10T03:46:13.419594+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""ce858d7a-24a7-4ed8-a1fa-9ef265abd862"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:47:11.721286+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-a3492dffdd"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100040.42339, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0404, ""created_at"": ""2026-05-10T03:47:11.721246+00:00""}"
2026-05-10T03:47:13.597982+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
