ts,event_type,payload_json
2026-05-10T03:47:13.599005+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-f8ce56ba8a"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000516, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0516, ""created_at"": ""2026-05-10T03:47:13.598971+00:00""}"
2026-05-10T03:47:13.599975+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""91e36e91-428b-4c6e-b052-60fb688faff8"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:48:00.838110+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-afc272ae83"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100048.010383, ""fee_usdt"": 0.005, ""slippage_pct"": 0.048, ""created_at"": ""2026-05-10T03:48:00.838070+00:00""}"
2026-05-10T03:48:02.686297+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:48:02.687305+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-598ef265a2"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000472, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0472, ""created_at"": ""2026-05-10T03:48:02.687270+00:00""}"
2026-05-10T03:48:02.688223+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""004f7c14-45df-47f5-84f0-49ebdeba9461"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:51:08.350314+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-timeout-8a60caf5"", ""status"": ""TIMEOUT"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 0.0, ""fee_usdt"": 0.0, ""slippage_pct"": 0.0, ""created_at"": ""2026-05-10T03:51:08.350274+00:00""}"
2026-05-10T03:51:10.242899+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:51:10.243851+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-bb824f9ba1"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000477, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0477, ""created_at"": ""2026-05-10T03:51:10.243818+00:00""}"
2026-05-10T03:51:10.244788+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""8c5173e5-1ac8-47c3-9587-855ca9f0fb9f"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:51:56.455873+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-caf6b57c96"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100045.417479, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0454, ""created_at"": ""2026-05-10T03:51:56.455831+00:00""}"
2026-05-10T03:51:58.323265+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:51:58.324310+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-4274aa4ab3"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000487, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0487, ""created_at"": ""2026-05-10T03:51:58.324276+00:00""}"
2026-05-10T03:51:58.325275+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""f2e6c823-f093-4979-9d47-743635a211b3"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:52:26.641731+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-e2959993ac"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100042.509204, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0425, ""created_at"": ""2026-05-10T03:52:26.641665+00:00""}"
2026-05-10T03:52:28.526123+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:52:28.527113+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-bfab254090"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000491, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0491, ""created_at"": ""2026-05-10T03:52:28.527080+00:00""}"
2026-05-10T03:52:28.528012+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""1f769e92-5fa2-4e73-b5b4-e0bc9c8a855b"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:53:03.170428+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-66d1798d83"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100054.742459, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0547, ""created_at"": ""2026-05-10T03:53:03.170387+00:00""}"
2026-05-10T03:53:05.068815+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:53:05.069863+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-b3e06b793c"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000482, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0482, ""created_at"": ""2026-05-10T03:53:05.069828+00:00""}"
2026-05-10T03:53:05.070854+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""6660af56-f552-4769-901b-a4c77aab18c2"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:56:59.956438+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-b2072cd082"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100051.260368, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0513, ""created_at"": ""2026-05-10T03:56:59.956397+00:00""}"
2026-05-10T03:57:01.857961+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:57:01.858959+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-3d794a3a81"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000461, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0461, ""created_at"": ""2026-05-10T03:57:01.858924+00:00""}"
2026-05-10T03:57:01.859930+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""811c6cb4-ba96-486b-bb38-dd88c38eec29"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:57:55.457262+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-29c9ccacde"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100045.145494, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0451, ""created_at"": ""2026-05-10T03:57:55.457222+00:00""}"
2026-05-10T03:57:57.340395+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:57:57.341394+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-812a622d33"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000591, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0591, ""created_at"": ""2026-05-10T03:57:57.341358+00:00""}"
2026-05-10T03:57:57.342315+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""dd283528-14b3-4156-910f-714dcb025896"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:58:25.248969+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-05d63dc9b3"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100059.229002, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0592, ""created_at"": ""2026-05-10T03:58:25.248928+00:00""}"
2026-05-10T03:58:27.108708+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:58:27.109696+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-b3f45b8fe9"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.00059, ""fee_usdt"": 0.005, ""slippage_pct"": 0.059, ""created_at"": ""2026-05-10T03:58:27.109662+00:00""}"
2026-05-10T03:58:27.110648+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""cb47a92b-ba3b-438b-8f23-5dd15fff1d42"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T03:58:46.113652+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-7fbd02d17d"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100041.953483, ""fee_usdt"": 0.005, ""slippage_pct"": 0.042, ""created_at"": ""2026-05-10T03:58:46.113613+00:00""}"
2026-05-10T03:58:47.984205+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T03:58:47.985211+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-59b91b1c05"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.00059, ""fee_usdt"": 0.005, ""slippage_pct"": 0.059, ""created_at"": ""2026-05-10T03:58:47.985177+00:00""}"
2026-05-10T03:58:47.986151+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""c4fa468d-d173-4ffc-b92f-d9c1673e86ca"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:05:37.453071+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-6afb023c33"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100045.727526, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0457, ""created_at"": ""2026-05-10T04:05:37.453032+00:00""}"
2026-05-10T04:05:39.326595+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:05:39.327595+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-bf98858642"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000456, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0456, ""created_at"": ""2026-05-10T04:05:39.327562+00:00""}"
2026-05-10T04:05:39.328529+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""9a729e25-436f-4a4b-a30e-9c4fd3055930"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:12:24.197603+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-88f10cdf48"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100049.71833, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0497, ""created_at"": ""2026-05-10T04:12:24.197562+00:00""}"
2026-05-10T04:12:26.072319+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:12:26.073314+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-6c6d5dc6bd"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000547, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0547, ""created_at"": ""2026-05-10T04:12:26.073280+00:00""}"
2026-05-10T04:12:26.074253+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""af58d392-6c19-4565-8067-0033b2fd8299"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:18:01.858164+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-318f0f3bf0"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100046.418252, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0464, ""created_at"": ""2026-05-10T04:18:01.858124+00:00""}"
2026-05-10T04:18:03.892311+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:18:03.893318+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-972b8ac544"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000422, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0422, ""created_at"": ""2026-05-10T04:18:03.893283+00:00""}"
2026-05-10T04:18:03.894244+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""5ac8908b-5aa2-4d23-b62d-31afbc9fd4ac"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:18:36.646167+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-ddd1241fb0"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100058.197958, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0582, ""created_at"": ""2026-05-10T04:18:36.646128+00:00""}"
2026-05-10T04:18:38.572424+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:18:38.573479+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-d158214ea6"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000583, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0583, ""created_at"": ""2026-05-10T04:18:38.573443+00:00""}"
2026-05-10T04:18:38.574442+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""7a30ff15-b402-44a6-93e5-a1c7fe027cb3"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:24:35.067212+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-1035b3a069"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100043.84449, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0438, ""created_at"": ""2026-05-10T04:24:35.067171+00:00""}"
2026-05-10T04:24:36.976906+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:24:36.977876+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-cd8db52835"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000503, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0503, ""created_at"": ""2026-05-10T04:24:36.977841+00:00""}"
2026-05-10T04:24:36.978794+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""722bd2f0-ccd7-40b6-9739-ae0108a69674"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:30:29.745657+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-82a597e113"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100049.635852, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0496, ""created_at"": ""2026-05-10T04:30:29.745615+00:00""}"
2026-05-10T04:30:31.725543+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:30:31.726530+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-5b99bc81ef"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000502, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0502, ""created_at"": ""2026-05-10T04:30:31.726495+00:00""}"
2026-05-10T04:30:31.727410+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""f84cc823-d659-4852-9e93-116845523fd7"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:33:58.432751+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-dc2ead39ac"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100045.457475, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0455, ""created_at"": ""2026-05-10T04:33:58.432712+00:00""}"
2026-05-10T04:34:00.357782+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:34:00.358749+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-9621d7db6d"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000426, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0426, ""created_at"": ""2026-05-10T04:34:00.358716+00:00""}"
2026-05-10T04:34:00.359735+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""1fcdad86-b487-44f3-98c5-d9ba51876787"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:39:38.262396+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-ac881b2635"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100046.589376, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0466, ""created_at"": ""2026-05-10T04:39:38.262355+00:00""}"
2026-05-10T04:39:40.701494+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:39:40.702457+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-5ffb064edd"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000474, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0474, ""created_at"": ""2026-05-10T04:39:40.702422+00:00""}"
2026-05-10T04:39:40.703384+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""0a9feb61-8eb7-4c09-82d3-0216d6213162"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:40:13.941448+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-0b7d060227"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100046.637417, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0466, ""created_at"": ""2026-05-10T04:40:13.941407+00:00""}"
2026-05-10T04:40:16.211766+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:40:16.212727+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-66a8b74546"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000506, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0506, ""created_at"": ""2026-05-10T04:40:16.212694+00:00""}"
2026-05-10T04:40:16.213621+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""eeb8b352-734b-4f43-8f0a-002610c813c2"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:45:00.032597+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-57031ebec0"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100040.691126, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0407, ""created_at"": ""2026-05-10T04:45:00.032528+00:00""}"
2026-05-10T04:45:02.326375+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:45:02.327386+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-06d4859f0a"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000577, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0577, ""created_at"": ""2026-05-10T04:45:02.327351+00:00""}"
2026-05-10T04:45:02.328400+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""6545d36d-14c5-4447-b95e-99fdbd01569b"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:45:42.106588+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-ebc93f2c33"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100057.418451, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0574, ""created_at"": ""2026-05-10T04:45:42.106548+00:00""}"
2026-05-10T04:45:44.363688+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:45:44.364734+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-e24d64e6dc"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000578, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0578, ""created_at"": ""2026-05-10T04:45:44.364701+00:00""}"
2026-05-10T04:45:44.365688+00:00,ORDER_QUEUED_FOR_APPROVAL,"{""approval_id"": ""34ef9be8-0fbe-4723-abd1-423e17efb433"", ""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}}"
2026-05-10T04:46:39.976005+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-434d0b561a"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 100049.715942, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0497, ""created_at"": ""2026-05-10T04:46:39.975966+00:00""}"
2026-05-10T04:46:42.266562+00:00,ORDER_REJECTED_BY_RISK,"{""order"": {""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10, ""leverage"": 1}, ""reasons"": [""quote: 지연 99.00s > 5.00s""]}"
2026-05-10T04:46:42.267556+00:00,PAPER_ORDER_FILLED,"{""order_id"": ""paper-8a43c25e62"", ""status"": ""FILLED"", ""symbol"": ""BTC/USDT"", ""side"": ""BUY"", ""notional_usdt"": 10.0, ""filled_price"": 1.000482, ""fee_usdt"": 0.005, ""slippage_pct"": 0.0482, ""created_at"": ""2026-05-10T04:46:42.267522+00:00""}"
